Содержание,Сервис,Приоритет,Статус,Функциональная группа,Крайний срок,Дата обращения,Тип обращения на момент подачи,Тип обращения итоговый,Решение             ,Тип переклассификации,Дата восстановления,Дата закрытия обращения,Критичность,Влияние,Система,Место,range_time,time_to_solve,koef,numeric_sod,numeric_ans
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис71,0,1,8,2018-02-16 06:36:00,2018-02-11 14:23:00,0,0,Работы по обращению выполнены,0,2018-02-11 16:28,2018-02-14 06:52:00,0,0,10,64,64.48333333333333,112.21666666666667,0,374,1167
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис71,0,1,8,2018-02-16 06:36:00,2018-02-11 14:23:00,0,0,Работы по обращению выполнены,0,2018-02-11 16:23,2018-02-14 11:03:00,0,0,10,151,68.66666666666667,112.21666666666667,0,374,1167
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис71,0,1,8,2018-02-16 06:36:00,2018-02-11 14:25:00,0,0,Работы по обращению выполнены,0,2018-02-14 00:18,2018-02-21 07:51:00,0,0,10,35,233.43333333333334,112.18333333333334,0,374,1167
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис192,0,1,70,2018-02-24 07:51:00,2018-02-11 14:27:00,0,0,Работы по обращению выполнены,0,2018-02-15 07:51,2018-02-15 08:16:00,2,0,91,5,89.81666666666666,305.4,0,374,1167
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис12,1,1,8,2018-02-17 06:36:00,2018-02-11 14:27:00,0,0,Выполнено в соответствии с заявкой,0,2018-02-14 04:37,2018-02-21 07:51:00,1,0,52,86,233.4,136.15,0,374,323
отключение политики выключения компьютера,АРМ,0,1,65,2018-04-01 16:36:00,2018-02-11 14:30:00,0,0,исполнено,0,2018-04-01 10:29,2018-04-08 11:49:00,0,1,1,275,1341.3166666666666,1178.1,0,1208,1491
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис78,1,1,70,2018-03-25 07:39:00,2018-02-11 14:32:00,0,0,Работы по обращению выполнены,0,2018-03-16 09:02,2018-03-23 10:19:00,1,0,61,72,955.7833333333333,1001.1166666666667,0,374,1167
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис13,1,1,8,2018-02-16 06:36:00,2018-02-11 14:34:00,0,0,Работы по обращению выполнены,0,2018-02-14 02:20,2018-02-21 07:51:00,1,0,6,113,233.28333333333333,112.03333333333333,0,374,1167
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис13,1,1,8,2018-02-16 06:36:00,2018-02-11 14:39:00,0,0,Работы по обращению выполнены,0,2018-02-14 02:23,2018-02-21 07:51:00,1,0,6,120,233.2,111.95,0,374,1167
Заявка на предоставление доступа в АС,АРМ,0,1,235,2018-02-17 06:36:00,2018-02-11 14:39:00,0,0,Доступ предоставлен,0,2018-02-11 15:26,2018-02-14 07:25:00,0,0,1,90,64.76666666666667,135.95,0,369,626
Транспортный шлюз,Сервис61,1,1,27,2018-02-21 15:36:00,2018-02-11 14:44:00,0,0,Информация доведена до клиента.,0,2018-02-11 15:01,2018-02-24 08:51:00,1,1,33,25,306.1166666666667,240.86666666666667,1,1086,823
Заявка на регистрацию/удаление/изменение прав в Система21,Сервис21,1,1,228,2018-02-17 06:36:00,2018-02-11 14:47:00,0,0,Выполнено.,0,2018-02-11 15:06,2018-02-11 15:08:00,1,0,3,90,0.35,135.81666666666666,0,421,365
Контроль ПУ. Заявка на доступ к портам.,Сервис2,0,1,28,2018-02-17 06:36:00,2018-02-11 14:50:00,0,0,Доступ предоставлен согласно заявке,0,2018-02-14 11:48,2018-02-21 13:06:00,0,0,11,45,238.26666666666668,135.76666666666668,0,495,642
Письмо RandomNNNN Заявка,АРМ,0,1,41,2018-02-21 20:36:00,2018-02-11 14:52:00,0,0,выполнено согласно заявке,0,2018-02-21 12:20,2018-03-07 13:41:00,0,0,1,59,574.8166666666667,245.73333333333332,0,732,1444
Заявка на предоставление доступа к ПЭВМ,АРМ,0,1,235,2018-02-17 06:36:00,2018-02-11 14:52:00,0,0,Доступ предоставлен,0,2018-02-11 15:31,2018-02-14 07:27:00,0,0,1,90,64.58333333333333,135.73333333333332,0,371,626
Выполнена разблокировка учетной записи REGION\*****,Сервис7,1,1,0,2018-02-17 06:36:00,2018-02-11 14:56:00,0,0," Выполнена разблокировка учетной записи Ne_boss\*********  и повторный сброс пароля,идентификация пройдена,блокировка вызвана легальным пользователем.Причина-Не определена.Заявител проинформирован.",0,2018-02-11 14:56,2018-02-21 07:51:00,1,1,0,59,232.91666666666666,135.66666666666666,1,302,13
Заявка на полное прекращение доступа,АРМ,0,1,408,2018-02-24 15:36:00,2018-02-11 14:56:00,0,0,Доступ прекращен,0,2018-02-18 15:36,2018-03-07 07:54:00,0,0,1,94,568.9666666666667,312.6666666666667,0,360,659
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,0,1,8,2018-02-17 06:36:00,2018-02-11 15:01:00,0,0,Работы по обращению выполнены,0,2018-02-15 12:23,2018-02-22 13:38:00,3,0,15,36,262.6166666666667,135.58333333333334,0,374,1167
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис71,0,1,8,2018-02-16 06:36:00,2018-02-11 15:04:00,0,0,Работы по обращению выполнены,0,2018-02-11 16:33,2018-02-14 13:08:00,0,0,10,142,70.06666666666666,111.53333333333333,0,374,1167
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис78,1,1,70,2018-03-14 10:21:00,2018-02-11 15:05:00,0,0,Работы по обращению выполнены,0,2018-02-15 15:50,2018-02-23 07:55:00,1,0,61,5,280.8333333333333,739.2666666666667,0,374,1167
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис78,1,1,70,2018-04-25 14:51:00,2018-02-11 15:05:00,0,0,Работы по обращению выполнены,0,2018-04-14 09:59,2018-04-25 11:14:00,1,0,61,76,1748.15,1751.7666666666667,0,374,1167
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис13,1,1,8,2018-02-16 06:36:00,2018-02-11 15:05:00,0,0,Работы по обращению выполнены,0,2018-02-11 15:38,2018-02-21 07:51:00,1,0,6,149,232.76666666666668,111.51666666666667,0,374,1167
Создание запроса,АРМ,0,1,283,2018-02-17 06:36:00,2018-02-11 15:06:00,0,0,ПО установлено,0,2018-02-14 11:44,2018-02-21 13:01:00,0,0,1,69,237.91666666666666,135.5,0,1067,963
Настройка ЭП в Сервис22,Сервис22,0,1,24,2018-02-17 06:36:00,2018-02-11 15:07:00,0,0,Права прекращены.,0,2018-02-15 10:01,2018-02-22 11:20:00,3,0,17,59,260.21666666666664,135.48333333333332,0,510,1096
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис13,1,1,8,2018-02-16 06:36:00,2018-02-11 15:08:00,0,0,Работы по обращению выполнены,0,2018-02-11 15:28,2018-02-21 07:51:00,1,0,6,72,232.71666666666667,111.46666666666667,0,374,1167
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис13,1,1,8,2018-02-16 06:36:00,2018-02-11 15:08:00,0,0,Работы по обращению выполнены,0,2018-02-11 15:31,2018-02-21 07:51:00,1,0,6,263,232.71666666666667,111.46666666666667,0,374,1167
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис71,0,1,8,2018-02-16 06:36:00,2018-02-11 15:08:00,0,0,Работы по обращению выполнены,0,2018-02-14 01:00,2018-02-21 07:51:00,0,0,10,76,232.71666666666667,111.46666666666667,0,374,1167
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис13,1,1,8,2018-02-16 06:36:00,2018-02-11 15:09:00,0,0,Работы по обращению выполнены,0,2018-02-14 02:33,2018-02-21 07:51:00,1,0,6,99,232.7,111.45,0,374,1167
Создание запроса,АРМ,0,1,283,2018-02-17 06:36:00,2018-02-11 15:10:00,0,0,Запрос выполнен,0,2018-02-15 08:24,2018-02-22 09:44:00,0,0,1,69,258.56666666666666,135.43333333333334,0,1067,756
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис71,0,1,8,2018-02-16 06:36:00,2018-02-11 15:15:00,0,0,Работы по обращению выполнены,0,2018-02-14 01:10,2018-02-14 06:45:00,0,0,10,138,63.5,111.35,0,374,1167
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,0,1,8,2018-02-17 06:36:00,2018-02-11 15:16:00,0,0,Заявка загружена в Система22,0,2018-02-14 11:07,2018-02-21 12:27:00,3,0,17,55,237.18333333333334,135.33333333333334,0,374,792
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,0,1,8,2018-02-16 06:36:00,2018-02-11 15:16:00,0,0,Работы по обращению выполнены,0,2018-02-14 06:29,2018-02-21 07:51:00,3,0,15,302,232.58333333333334,111.33333333333333,0,374,1167
Сообщить об ошибке/неисправности Система18,Сервис18,0,1,15,2018-02-16 12:17:00,2018-02-11 15:17:00,1,0,"Добрый день. Контрагент добавлен в справочник Поставщики (подрядчики, исполнители).
При наличии дополнительных вопросов, просьба перезвонить по тел ********",2,2018-02-11 15:24,2018-02-11 16:34:00,2,0,14,151,1.2833333333333334,117.0,0,1070,495
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,0,1,8,2018-02-16 06:36:00,2018-02-11 15:19:00,0,0,Работы по обращению выполнены,0,2018-02-14 14:08,2018-02-21 15:27:00,3,0,15,207,240.13333333333333,111.28333333333333,0,374,1167
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис18,0,1,8,2018-02-17 06:36:00,2018-02-11 15:20:00,0,0,Работы по обращению выполнены,0,2018-02-14 14:55,2018-02-22 07:14:00,2,0,14,42,255.9,135.26666666666668,0,374,1167
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,0,1,8,2018-02-17 06:36:00,2018-02-11 15:22:00,0,0,Заявка загружена в Система22,0,2018-02-14 11:05,2018-02-21 12:22:00,3,0,17,72,237.0,135.23333333333332,0,374,792
Система26,Сервис26,1,1,44,2018-02-17 06:36:00,2018-02-11 15:25:00,0,0,Добрый день. РК удалены.,0,2018-02-14 05:59,2018-02-14 09:20:00,1,1,23,63,65.91666666666667,135.18333333333334,1,1045,514
Отключение учётной записи,Сервис7,1,1,8,2018-02-17 06:36:00,2018-02-11 15:33:00,0,0,Выполнено штатное отключение учетной записи ********,0,2018-02-14 08:38,2018-02-21 09:59:00,1,0,0,94,234.43333333333334,135.05,0,565,355
Заявка на проведение кабель менеджмента на рабочем месте.,АРМ,0,1,95,2018-02-17 06:36:00,2018-02-11 15:52:00,0,0,Выполнено,0,2018-02-14 10:20,2018-02-21 11:35:00,0,1,1,55,235.71666666666667,134.73333333333332,0,413,313
.замена ПЭВМ,АРМ,0,1,116,2018-02-17 06:36:00,2018-02-11 15:59:00,0,0,Замена ПЭВМ выполнена,0,2018-02-11 16:06,2018-02-21 07:51:00,0,1,1,69,231.86666666666667,134.61666666666667,0,181,708
Выполнена разблокировка учетной записи BOSS\*****,Сервис7,1,1,0,2018-02-17 06:36:00,2018-02-11 16:01:00,0,0," Личность пользователя идентифицирована
Причина нарушения: Другая
Выполнена разблокировка учетной записи:  ne_Boss\***********",0,2018-02-11 16:01,2018-02-21 07:51:00,1,1,0,86,231.83333333333334,134.58333333333334,1,300,16
