,Содержание,Сервис,Приоритет,Статус,Функциональная группа,Крайний срок,Дата обращения,Тип обращения на момент подачи,Тип обращения итоговый,Решение             ,Тип переклассификации,Дата восстановления,Дата закрытия обращения,Критичность,Влияние,Система,Место,range_time,numeric_sod,numeric_ans,time_to_solve
7249,Изменение прав в Система500 ,Сервис26,2,1,52,2018-02-15 08:48,2018-02-10 07:33:00,0,0,Добрый день. Права предоставлены согласно заявке.,0,2018-02-11 11:52:00,2018-02-18 13:08:00,1,3,26,27,197.58333333333331,469,500,121.25
7250,Настройка ЭП в Сервис22,Сервис22,3,1,24,2018-02-15 08:49,2018-02-10 07:34:00,0,0,Права прекращены.,0,2018-02-14 15:21:00,2018-02-16 05:36:00,2,4,22,100,142.03333333333333,510,1096,121.25
7251,Разблокировка учетной записи пользователя в Система7 (домен BOSS),Сервис7,2,1,0,2018-02-15 08:50,2018-02-10 07:35:00,0,0," Личность пользователя идентифицирована
Причина нарушения: Другая
Выполнена разблокировка учетной записи:  ne_Boss\***********",0,2018-02-10 07:36:00,2018-02-10 07:43:00,1,3,7,118,0.1333333333333333,854,16,121.25
7252,Настройка ЭП в Сервис22,Сервис22,3,1,24,2018-02-15 08:50,2018-02-10 07:35:00,0,0,Выполнено.,0,2018-02-10 12:29:00,2018-02-10 12:56:00,2,4,22,26,5.35,510,365,121.25
7253,Настройка/Консультация /Техническое обслуживание,Сервис18,3,1,15,2018-02-15 09:36,2018-02-10 07:36:00,0,0,"В меню ""Сведения договора"" - ""Редакции/Версии договора"" для Вашего договора (***********) создана новая редакция в статусе Проект, в которой возможно внести все необходимые изменения.
Вход и редактирование осуществляется по нажатию значка ""Карандаш"".
Далее, необходимо заполнить поле ""Основание внесения исправлений"", указав там причину внесения изменений и затем уже вносить требуемые изменения.
Переход между пунктами осуществляется аналогично, как и при первичной регистрации договора/ДС, посредством нажатия кнопки ""Далее"".
После заполнения необходимо, также зарегистрировать договор/ДС и осуществить отправку в Сервис22. Реестровый номер не изменится.
ВНИМАНИЕ!
Просьба иметь ввиду, что, если аналогичные изменения требуются и в Сервис22, то их необходимо провести вручную, т.к. после отправки исправлений из Система18, в карточке договора Сервис22 они отражены не будут.",0,2018-02-11 07:32:00,2018-02-18 08:51:00,3,4,18,121,193.25,514,85,122.0
7254,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,3,1,8,2018-02-15 08:52,2018-02-10 07:37:00,0,0,Заявки загружены в Система22,0,2018-02-11 08:54:00,2018-02-18 10:10:00,2,4,22,59,194.55,374,806,121.25
7255,[ФЗ_АД_Cоздание пользователя Система52],Сервис52,2,1,70,2018-02-16 08:53,2018-02-10 07:38:00,0,0,Работы по обращению выполнены.,0,2018-02-11 10:10:00,2018-02-18 11:32:00,1,3,52,72,195.9,271,1168,145.25
7256,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,3,1,8,2018-02-14 08:53,2018-02-10 07:38:00,0,0,Работы по обращению выполнены,0,2018-02-10 14:56:00,2018-02-18 07:18:00,2,4,101,49,191.66666666666663,374,1167,97.25
7257,Разблокировать компьютер,Сервис21,2,1,459,2018-02-10 11:41,2018-02-10 07:41:00,1,0,"Причина возникновения: предположительно, нарушение контроля целостности системных файлов.
Метод устранения: выполнение расчета эталонов, повторный контроль целостности, разблокировка компьютера.",2,2018-02-10 08:21:00,2018-02-11 15:02:00,1,3,2,259,31.35,818,1114,4.0
7258,<Бот-наблюдения> Система110. Ухудшение статуса сервиса.  ,Сервис23,2,1,23,2018-02-14 14:57,2018-02-10 07:42:00,0,0,Поток ********* завершен успешно,0,2018-02-10 08:21:00,2018-02-17 09:42:00,1,4,23,5,170.0,227,1083,103.25
7259,(Адре№11)(Копирование)(Нет)(Нарочно) КМР,Сервис25,3,1,59,2018-02-15 08:57,2018-02-10 07:42:00,0,0,"Примечание: Копии NNN стр.  
Автор записи: ************",0,2018-02-10 08:36:00,2018-02-17 10:16:00,4,4,25,185,170.56666666666666,81,1111,121.25
7260,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,3,1,8,2018-02-14 08:58,2018-02-10 07:43:00,0,0,Работы по обращению выполнены,0,2018-02-10 14:57:00,2018-02-11 11:17:00,2,4,101,49,27.566666666666663,374,1167,97.25
7261,Замена/добавление Сертификат на сервере Система13,Сервис13,2,1,8,2018-02-15 08:58,2018-02-10 07:43:00,0,0,Сертификат-файл зарегистрирован,0,2018-02-10 16:32:00,2018-02-11 01:25:00,1,4,13,121,17.7,330,1231,121.25
7262,В тестовой базе Система22 ОСХ не найден образ документа (смета расходов на мероприятие),Сервис22,3,1,20,2018-02-18 08:36,2018-02-10 07:46:00,0,0,Пользователь включен в группу ********,0,2018-02-16 12:31:00,2018-02-23 13:48:00,2,3,22,72,318.03333333333336,286,1025,192.83333333333334
7263,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,3,1,8,2018-02-15 09:01,2018-02-10 07:46:00,0,0,Заявка загружена в Система22,0,2018-02-11 08:12:00,2018-02-18 09:27:00,2,4,22,59,193.6833333333333,374,792,121.25
7264,Настройка/Консультация /Техническое обслуживание,Сервис18,3,1,15,2018-02-15 09:01,2018-02-10 07:46:00,0,0,Контрагент добавлен в Справочник поставщиков в Система18,0,2018-02-10 08:11:00,2018-02-17 09:35:00,3,4,18,9,169.81666666666666,514,875,121.25
7265,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,3,1,8,2018-02-14 09:03,2018-02-10 07:48:00,0,0,Работы по обращению выполнены,0,2018-02-10 14:57:00,2018-02-11 11:16:00,2,4,101,49,27.466666666666665,374,1167,97.25
7266,Настройка ЭП в Сервис22,Сервис22,3,1,24,2018-02-15 09:03,2018-02-10 07:48:00,0,0,"Файл листа утверждения/согласования заявки выгружайте из Система500 БР с реквизитами «Дата документа:» и «№ документа:» !

Права предоставлены.",0,2018-02-10 11:33:00,2018-02-10 12:06:00,2,4,22,40,4.3,510,1367,121.25
7267,Разблокировка УЗ пользователя домена,Сервис7,2,1,117,2018-02-15 09:05,2018-02-10 07:50:00,0,0,Пользователь разблокирован,0,2018-02-10 12:12:00,2018-02-17 13:30:00,1,4,7,69,173.66666666666666,838,1048,121.25
7268,Контроль ПУ. Заявка на доступ к портам.,Сервис2,3,1,6,2018-02-24 21:36,2018-02-10 07:51:00,0,0,Пользователь проконсультирован,0,2018-02-21 08:16:00,2018-03-07 09:36:00,4,4,2,72,601.75,495,1029,349.75
7269,Настройка ЭП в Сервис22,Сервис22,3,1,24,2018-02-15 09:07,2018-02-10 07:52:00,0,0,Выполнено.,0,2018-02-10 11:30:00,2018-02-17 12:47:00,2,4,22,47,172.91666666666666,510,365,121.25
7270,ремонт элементов двери,Сервис42,3,1,102,2018-02-15 09:08,2018-02-10 07:53:00,0,0,Выполнено,0,2018-02-10 13:30:00,2018-02-10 15:30:00,4,4,44,36,7.616666666666666,1280,313,121.25
7271,Контроль ПУ. Заявка на доступ к портам.,Сервис2,3,1,75,2018-02-15 09:11,2018-02-10 07:56:00,0,0,Доступ предоставлен,0,2018-02-14 12:57:00,2018-02-14 13:03:00,4,4,2,71,101.11666666666666,495,626,121.25
7272,Настройка/Консультация /Техническое обслуживание,Сервис18,3,1,15,2018-02-15 09:11,2018-02-10 07:56:00,0,0,Контрагент добавлен в Справочник поставщиков в Система18,0,2018-02-10 08:29:00,2018-02-10 23:24:00,3,4,18,1,15.466666666666669,514,875,121.25
7273,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис13,2,1,8,2018-02-14 09:13,2018-02-10 07:58:00,0,0,Работы по обращению выполнены,0,2018-02-10 10:31:00,2018-02-17 11:52:00,1,4,13,49,171.9,374,1167,97.25
7274,Перевод заявок в статус 1,Сервис132,2,1,130,2018-02-15 09:13,2018-02-10 07:58:00,0,0,Скрипт выполнен успешно,0,2018-02-10 08:41:00,2018-02-17 09:57:00,1,2,91,76,169.98333333333332,596,1237,121.25
7275,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис13,2,1,8,2018-02-14 09:14,2018-02-10 07:59:00,0,0,Работы по обращению выполнены,0,2018-02-10 10:28:00,2018-02-17 11:46:00,1,4,13,134,171.78333333333333,374,1167,97.25
7276,Настройка ЭП в Сервис22,Сервис22,3,1,24,2018-02-15 09:15,2018-02-10 08:00:00,0,0,Выполнено.,0,2018-02-10 11:31:00,2018-02-17 12:47:00,2,4,22,35,172.78333333333333,510,365,121.25
7277,Контроль ПУ. Заявка на доступ к портам.,Сервис2,3,1,75,2018-02-15 09:15,2018-02-10 08:00:00,0,0,Доступ предоставлен,0,2018-02-14 12:58:00,2018-02-14 13:04:00,4,4,2,71,101.06666666666666,495,626,121.25
7278,Изменение прав в Система500 ,Сервис26,2,1,52,2018-02-15 09:16,2018-02-10 08:01:00,0,0,Добрый день. Права предоставлены согласно заявке.,0,2018-02-10 08:15:00,2018-02-17 09:35:00,1,3,26,43,169.56666666666666,469,500,121.25
7279,Заявка на проведение плановой смены ключевой информации.,АРМ,3,1,201,2018-02-17 09:17,2018-02-10 08:02:00,0,0,Работы по обращению выполнены.,0,2018-02-11 11:54:00,2018-02-18 13:13:00,4,3,0,72,197.1833333333333,415,1168,169.25
7280,Создание запроса,АРМ,3,1,172,2018-02-15 09:18,2018-02-10 08:03:00,0,0,Выполнено,0,2018-02-15 08:30:00,2018-02-15 08:56:00,4,4,0,72,120.88333333333334,1067,313,121.25
7281,"Заявка № ***********, *******************",Сервис58,2,1,3,2018-02-15 09:06,2018-02-10 08:03:00,0,0,Исполнено,0,2018-02-14 06:49:00,2018-02-21 08:33:00,1,4,58,8,264.5,458,829,121.05
7282,Заявка на проведение плановой смены ключевой информации.,АРМ,3,1,201,2018-02-17 09:20,2018-02-10 08:05:00,0,0,Работы по обращению выполнены.,0,2018-02-11 11:52:00,2018-02-11 11:59:00,4,3,0,5,27.9,415,1168,169.25
